experiment,method,seed,mean_utility,cew,ruin_prob,surplus_ratio,adaptation_lag,wealth_terminal,theta_std,sharpe,max_drawdown,regime_detection_acc,turnover,theta_stability,mean_welfare,avg_cost,avg_cost_no_theta,fill_rate,ending_backlog,avg_inventory,avg_order,service_breach_count
exp1_habit_portfolio,nbo_fixed_pref,20290519,-3.1824601552621674,-0.9585165263044813,0.0,0.0741575600143175,0.5,0.8674581902392353,0.0,,,,,,,,,,,,,
exp1_habit_portfolio,nbo_fixed_pref,20290520,-3.209031408891048,-0.9596042787343962,0.0,0.07350705712291325,0.5,0.8539671280929872,0.0,,,,,,,,,,,,,
exp1_habit_portfolio,nbo_fixed_pref,20290521,-3.178814877079449,-0.9583650315503704,0.0,0.07426464537205643,0.5,0.867816807002926,0.0,,,,,,,,,,,,,
exp1_habit_portfolio,nbo_fixed_pref,20290522,-3.1921059894398294,-0.9589147453478418,0.0,0.0739191047197841,0.5,0.8635074016340044,0.0,,,,,,,,,,,,,
exp1_habit_portfolio,nbo_fixed_pref,20290523,-3.1985153655806666,-0.959177234105571,0.0,0.073842529093393,0.5,0.8556134010048271,0.0,,,,,,,,,,,,,
exp1_habit_portfolio,nbo_fixed_pref,20290524,-3.1943024780458087,-0.9590048896049002,0.0,0.07382931654936385,0.5,0.8638781675678833,0.0,,,,,,,,,,,,,
exp1_habit_portfolio,nbo_fixed_pref,20290525,-3.180984352949605,-0.9584552597004903,0.0,0.0742902992602677,0.5,0.8620351707970716,0.0,,,,,,,,,,,,,
exp1_habit_portfolio,nbo_fixed_pref,20290526,-3.1903358359611054,-0.9588419537342384,0.0,0.07401211158940996,0.5,0.8612799675778366,0.0,,,,,,,,,,,,,
exp1_habit_portfolio,nbo_fixed_pref,20290527,-3.18314633853029,-0.9585449818060736,0.0,0.0741160872770315,0.5,0.8701252330201118,0.0,,,,,,,,,,,,,
exp1_habit_portfolio,nbo_fixed_pref,20290528,-3.200016585697921,-0.9592384720856291,0.0,0.07378575506912317,0.5,0.8562626736244001,0.0,,,,,,,,,,,,,
