experiment,method,seed_index,seed,param_dim,iterations,population,evaluation_budget,best_in_search_utility,mean_utility,cew,ruin_prob,surplus_ratio,adaptation_lag,wealth_terminal,sharpe,max_drawdown,regime_detection_acc,turnover,theta_stability
exp1,same_dim_augmented_state_rl,25,25111,15,18,46,828,-2.759613360780791,-2.7546746541475438,-0.9363702820336302,1.0,0.0,0.5,1.041272090460959,,,,,
exp1,same_dim_augmented_state_rl,26,26111,15,18,46,828,-2.7532402542604117,-2.7529851336182753,-0.9362626874528217,1.0,0.0,0.5,1.0448889187574935,,,,,
exp1,same_dim_augmented_state_rl,27,27111,15,18,46,828,-2.7493643587020116,-2.7581102892948497,-0.9365885154292649,1.0,0.0,0.5,1.0273510552293947,,,,,
exp1,same_dim_augmented_state_rl,28,28111,15,18,46,828,-2.7569084790553964,-2.761819622911678,-0.9368232940753177,1.0,0.0,0.5,1.0238525888644645,,,,,
exp1,same_dim_augmented_state_rl,29,29111,15,18,46,828,-2.7579182173570373,-2.7515153817776303,-0.9361689405449183,1.0,0.0,0.5,1.0474963179631582,,,,,
exp1,same_dim_augmented_state_rl,30,30111,15,18,46,828,-2.751071635068097,-2.7475644811818345,-0.9359162515281916,1.0,0.0,0.5,1.058823026742885,,,,,
exp1,same_dim_fixed_orig_rl,1,1111,15,18,46,828,-2.748331335098884,-2.756399662365455,-0.9364799492044458,1.0,0.0,0.5,1.037230685733698,,,,,
exp1,same_dim_fixed_orig_rl,2,2111,15,18,46,828,-2.7584518948707846,-2.780668410761862,-0.9380029459731465,1.0,0.0,0.5,0.9901781144639219,,,,,
exp1,same_dim_fixed_orig_rl,3,3111,15,18,46,828,-2.737939965005479,-2.752478728966686,-0.9362304024073094,1.0,0.0,0.5,1.0485369420738642,,,,,
exp1,same_dim_fixed_orig_rl,4,4111,15,18,46,828,-2.756690007931051,-2.7495240984570497,-0.9360417081850942,1.0,0.0,0.5,1.0529348108562324,,,,,
exp1,same_dim_fixed_orig_rl,5,5111,15,18,46,828,-2.756159353764753,-2.761638763513163,-0.9368118669409629,1.0,0.0,0.5,1.0246725898897504,,,,,
exp1,same_dim_fixed_orig_rl,6,6111,15,18,46,828,-2.7455106649282315,-2.7524579969167458,-0.9362290803191226,1.0,0.0,0.5,1.0482974694421658,,,,,
exp1,same_dim_fixed_orig_rl,7,7111,15,18,46,828,-2.743691124842268,-2.749715150542065,-0.9360539263829063,1.0,0.0,0.5,1.06229314933212,,,,,
exp1,same_dim_fixed_orig_rl,8,8111,15,18,46,828,-2.7590728834596203,-2.7537379049799684,-0.9363106490220657,1.0,0.0,0.5,1.0370308095746155,,,,,
exp1,same_dim_fixed_orig_rl,9,9111,15,18,46,828,-2.7583595955758917,-2.749416299255282,-0.9360348131606578,1.0,0.0,0.5,1.0556203547539724,,,,,
exp1,same_dim_fixed_orig_rl,10,10111,15,18,46,828,-2.7485144105625854,-2.7543238824377374,-0.9363479586136814,1.0,0.0,0.5,1.04020673704361,,,,,
exp1,same_dim_fixed_orig_rl,11,11111,15,18,46,828,-2.745804983480232,-2.7541991996918584,-0.9363400218075993,1.0,0.0,0.5,1.0455207441702608,,,,,
exp1,same_dim_fixed_orig_rl,12,12111,15,18,46,828,-2.7415787782904975,-2.754567397144444,-0.9363634569347596,1.0,0.0,0.5,1.03847072568582,,,,,
exp1,same_dim_fixed_orig_rl,13,13111,15,18,46,828,-2.76438606335339,-2.756616218641013,-0.9364937033807389,1.0,0.0,0.5,1.0289452293284072,,,,,
exp1,same_dim_fixed_orig_rl,14,14111,15,18,46,828,-2.756356157308144,-2.758266346803222,-0.9365984104954295,1.0,0.0,0.5,1.0272371389627029,,,,,
exp1,same_dim_fixed_orig_rl,15,15111,15,18,46,828,-2.750723239339162,-2.7566219415450983,-0.9364940668201434,1.0,0.0,0.5,1.0347120385643125,,,,,
exp1,same_dim_fixed_orig_rl,16,16111,15,18,46,828,-2.7654776416437263,-2.756710355971847,-0.9364996814126114,1.0,0.0,0.5,1.02873040461821,,,,,
exp1,same_dim_fixed_orig_rl,17,17111,15,18,46,828,-2.736952547623164,-2.75396462226089,-0.9363250868618274,1.0,0.0,0.5,1.0473723703174733,,,,,
exp1,same_dim_fixed_orig_rl,18,18111,15,18,46,828,-2.7538305839328263,-2.7610390939131637,-0.9367739635748743,1.0,0.0,0.5,1.0243625541524133,,,,,
exp1,same_dim_fixed_orig_rl,19,19111,15,18,46,828,-2.7591004886061032,-2.7515562439338916,-0.9361715487663549,1.0,0.0,0.5,1.046977986755896,,,,,
exp1,same_dim_fixed_orig_rl,20,20111,15,18,46,828,-2.767927387259947,-2.766417324351198,-0.9371130949875512,1.0,0.0,0.5,1.0029200074936118,,,,,
exp1,same_dim_fixed_orig_rl,21,21111,15,18,46,828,-2.75717750120546,-2.7521578343969444,-0.9362099358060922,1.0,0.0,0.5,1.046740184087878,,,,,
exp1,same_dim_fixed_orig_rl,22,22111,15,18,46,828,-2.7552424354926526,-2.7622291337758256,-0.9368491603261381,1.0,0.0,0.5,1.0247049304020126,,,,,
exp1,same_dim_fixed_orig_rl,23,23111,15,18,46,828,-2.7470868367074766,-2.760706789866359,-0.9367529498158216,1.0,0.0,0.5,1.0267922675278465,,,,,
exp1,same_dim_fixed_orig_rl,24,24111,15,18,46,828,-2.7482370906630447,-2.757483022323213,-0.9365487270216989,1.0,0.0,0.5,1.0381367393918743,,,,,
exp1,same_dim_fixed_orig_rl,25,25111,15,18,46,828,-2.7597858967572355,-2.756240171582502,-0.9364698175338786,1.0,0.0,0.5,1.0439437686161237,,,,,
exp1,same_dim_fixed_orig_rl,26,26111,15,18,46,828,-2.7529369495986935,-2.752562940737654,-0.9362357723319479,1.0,0.0,0.5,1.0449742552756411,,,,,
exp1,same_dim_fixed_orig_rl,27,27111,15,18,46,828,-2.7416720360119524,-2.75711836540764,-0.9365255848569867,1.0,0.0,0.5,1.0378519816213534,,,,,
exp1,same_dim_fixed_orig_rl,28,28111,15,18,46,828,-2.75686796525174,-2.7622056343541317,-0.9368476763004895,1.0,0.0,0.5,1.0256976061335212,,,,,
exp1,same_dim_fixed_orig_rl,29,29111,15,18,46,828,-2.759611127331552,-2.754836931178363,-0.9363806068375716,1.0,0.0,0.5,1.0360338530602342,,,,,
exp1,same_dim_fixed_orig_rl,30,30111,15,18,46,828,-2.7482373760857843,-2.744416778989338,-0.9357142171674369,1.0,0.0,0.5,1.0736097206670372,,,,,
exp1,same_dim_preference_backbone,1,1111,15,18,46,828,-2.7493015942071843,-2.7586890061985803,-0.9366252021106515,1.0,0.0,0.5,0.9632959527061373,,,,,
