audit,method,seed,param_dim,policy_evaluations,search_mean_welfare,theta_cost_multiplier,evaluation_variant,mean_welfare,mean_welfare_no_theta_cost,avg_cost,avg_cost_no_theta,fill_rate,ending_backlog,avg_inventory,avg_order,theta_std,theta_mean_abs_deviation_from_one,service_breach_count
theta_cost_sweep_inventory,action_only_adaptive_base_stock,9261,7,192,-3.7519512824640118,1.0,normal,-3.768427806173744,-3.768427806173744,4.35317996044686,4.35317996044686,0.9998030036591395,0.1816981222814714,8.027635018859682,22.941957085431323,0.0,0.0,1.7890625
theta_cost_sweep_inventory,action_only_adaptive_base_stock,10261,7,192,-3.673724481954873,1.0,normal,-3.7358592028489377,-3.7358592028489377,4.333160939422956,4.333160939422956,0.9997603733217524,0.22291066427197914,8.648362523171018,22.856327185741197,0.0,0.0,1.359375
theta_cost_sweep_inventory,action_only_adaptive_base_stock,11261,7,192,-3.60438724132334,1.0,normal,-3.7721414439008547,-3.7721414439008547,4.350627442917262,4.350627442917262,0.9994787186270511,0.46989543757582064,7.812416936815983,22.782257082973075,0.0,0.0,1.9114583333333333
theta_cost_sweep_inventory,action_only_adaptive_base_stock,12261,7,192,-3.684129386843285,1.0,normal,-3.7219364976082026,-3.7219364976082026,4.307067577275395,4.307067577275395,0.999557400583399,0.3929869560319336,7.922109066331566,22.84813277121907,0.0,0.0,1.7109375
theta_cost_sweep_inventory,action_only_adaptive_base_stock,13261,7,192,-3.602737900280281,1.0,normal,-3.7355487577939375,-3.7355487577939375,4.329899112468501,4.329899112468501,0.9997527787093206,0.2353072394672631,8.495912996348343,23.007456202478377,0.0,0.0,1.4557291666666667
theta_cost_sweep_inventory,action_only_adaptive_base_stock,14261,7,192,-3.766743380957049,1.0,normal,-3.6392697691178895,-3.6392697691178895,4.242958421762776,4.242958421762776,0.9995626440806108,0.39632223449613807,8.700424623283508,22.83032189325154,0.0,0.0,1.09375
theta_cost_sweep_inventory,action_only_adaptive_base_stock,15261,7,192,-3.5792937975209975,1.0,normal,-3.6702492834552847,-3.6702492834552847,4.272152167348394,4.272152167348394,0.9997691104866386,0.21039421405840134,8.587852412148122,22.924906855328846,0.0,0.0,1.2083333333333333
theta_cost_sweep_inventory,full_ndu_inventory,8461,12,192,-3.7641786413281597,4.0,normal,-3.702426752093016,-3.6917160731918437,4.301356866210361,4.290646187309189,0.9997393111396683,0.24715400336811952,8.562284665459087,23.025866682483734,0.07481818305162737,0.23061229261018942,1.2994791666666667
theta_cost_sweep_inventory,full_ndu_inventory,9461,12,192,-3.770722360286835,4.0,normal,-3.720768723195413,-3.713162220617613,4.3179795206603915,4.310373018082591,0.9998368965581222,0.1543791161802381,8.432938467607956,23.046990288300208,0.16936237597707857,0.17762627994355243,1.3828125
theta_cost_sweep_inventory,full_ndu_inventory,10461,12,192,-3.6842879497286356,4.0,normal,-3.737601916872856,-3.7320737875412946,4.343866856601694,4.338338727270133,0.9998553830911048,0.14112586440391386,8.917428567510322,23.20491822495461,0.1337274530850972,0.14865645369835498,1.0859375
theta_cost_sweep_inventory,full_ndu_inventory,11461,12,192,-3.7776412080076502,4.0,normal,-3.718237485941001,-3.716089585703244,4.304904212406698,4.302756312168941,0.9996809970582121,0.29343772116809724,7.9895436259458945,22.947042427575525,0.0928618238214578,0.0906754511857609,1.6927083333333333
theta_cost_sweep_inventory,full_ndu_inventory,12461,12,192,-3.770568210764141,4.0,normal,-3.71952752875645,-3.7177811686412894,4.317232896746494,4.315486536631334,0.9996838741237556,0.2891023318522525,8.719762703013872,22.769206877178032,0.08153930495454419,0.08150198511275564,1.3255208333333333
theta_cost_sweep_inventory,full_ndu_inventory,13461,12,192,-3.4417942581222096,4.0,normal,-3.758857881916747,-3.756712391945084,4.3423548276179,4.340209337646237,0.9997046963376442,0.2719355510856676,7.865661163752486,23.036464398601936,0.061670778036018066,0.08927821532574202,1.8046875
theta_cost_sweep_inventory,full_ndu_inventory,14461,12,192,-3.7246058312052153,4.0,normal,-3.72800761847555,-3.722902356814997,4.331130453165546,4.326025191504993,0.9997458230862494,0.24272601134836125,8.804429698500053,23.144765045617266,0.11489556876320346,0.14427453966664033,1.1614583333333333
theta_cost_sweep_inventory,full_ndu_inventory,15461,12,192,-3.8158162729708907,4.0,normal,-3.745078395585414,-3.731922012081848,4.354018056182514,4.3408616726789475,0.9998479263246375,0.14505959798698992,9.21178412961243,22.890239901409966,0.21455449270671756,0.22710907041018005,0.9947916666666666
theta_cost_sweep_inventory,action_only_adaptive_base_stock,8561,7,192,-3.8328799100032853,4.0,normal,-3.708500903111999,-3.708500903111999,4.3041071260060475,4.3041071260060475,0.9997144497367559,0.2635561342725068,8.422403724416393,23.039048482779652,0.0,0.0,1.4036458333333333
theta_cost_sweep_inventory,action_only_adaptive_base_stock,9561,7,192,-3.722654835944601,4.0,normal,-3.7594192056784586,-3.7594192056784586,4.357964973986682,4.357964973986682,0.999740096038528,0.23953524761157838,8.782044309755864,23.020763454278306,0.0,0.0,1.3125
theta_cost_sweep_inventory,action_only_adaptive_base_stock,10561,7,192,-3.713936334618478,4.0,normal,-3.811643298186233,-3.811643298186233,4.409131933456494,4.409131933456494,0.9997544387837826,0.22605298650822672,8.84966885643699,23.039252660619216,0.0,0.0,1.3515625
theta_cost_sweep_inventory,action_only_adaptive_base_stock,11561,7,192,-3.6675918541670427,4.0,normal,-3.729646156309302,-3.729646156309302,4.321204677214084,4.321204677214084,0.9996967682380976,0.2774694041905879,8.284421337022074,22.962235738121574,0.0,0.0,1.5338541666666667
theta_cost_sweep_inventory,action_only_adaptive_base_stock,12561,7,192,-3.8421273262593223,4.0,normal,-3.7480167398091275,-3.7480167398091275,4.3498664816772825,4.3498664816772825,0.9995573896085194,0.3922900931911617,9.012794560291972,23.124520539899624,0.0,0.0,1.1536458333333333
theta_cost_sweep_inventory,action_only_adaptive_base_stock,13561,7,192,-3.789613748627624,4.0,normal,-3.7233424639046446,-3.7233424639046446,4.318829330153775,4.318829330153775,0.999640936406141,0.3194902168737796,8.372318785991686,22.980089549431117,0.0,0.0,1.3880208333333333
theta_cost_sweep_inventory,action_only_adaptive_base_stock,14561,7,192,-3.739063536040809,4.0,normal,-3.7226989966464026,-3.7226989966464026,4.320973636993574,4.320973636993574,0.9997452675433963,0.23609207240955343,8.552400437672022,22.995223573972783,0.0,0.0,1.3229166666666667
theta_cost_sweep_inventory,action_only_adaptive_base_stock,15561,7,192,-3.8513392653114513,4.0,normal,-3.682220569790045,-3.682220569790045,4.278376495702755,4.278376495702755,0.9995194907390887,0.43646495358551823,8.520172066895839,22.77278654934307,0.0,0.0,1.3333333333333333
