experiment,validation_pairs,validation_density_proxy,cover_radius_proxy,component_count,stress_scenario_count,omitted_guard_family_count,leave_one_out_rows,max_budget_product,max_stressed_budget_product,min_budget_stress_margin,max_sensitivity_score,min_sensitivity_margin,min_refinement_slack,min_holdout_slack,min_heldout_delta,min_leave_one_out_stress_margin,composed_envelope_score,composed_envelope_threshold,composed_envelope_margin,guard_route,certificate_route,bounded_composition_status,theorem_anchor,source_guard_families,interpretation
exp1_habit_portfolio,360,0.0201398601399,0.141914975038,7,3,6,6,7.5,11.25,0.75,0.627565487439,4.37243451256,0.072434512561,0.0181086281403,3.35321472793e-05,0.75,0.740065487439,5,4.25993451256,validation-cover_not_global_lipschitz,bounded-composition_compact-domain_global-envelope_not_unrestricted,bounded_composition_envelope_pass,Corollary bounded_composition_global_envelope,bounded_budget|empirical_envelope|holdout_bootstrap_concordance|interval_domain|refinement_stress|replay_certificate,"Deterministic compact-domain global envelope over declared clipped implementation, interval, stress, concordance, and leave-one-out guards; not an unrestricted analytic full-domain neural certificate."
inventory_service_level,360,0.0833333333333,0.288675134595,7,3,6,6,7.5,11.25,0.75,1.93161461277,8.06838538723,0.06838538723,0.0170963468075,7.97629411772e-05,0.75,2.04411461277,10,7.95588538723,validation-cover_not_global_lipschitz,bounded-composition_compact-domain_global-envelope_not_unrestricted,bounded_composition_envelope_pass,Corollary bounded_composition_global_envelope,bounded_budget|empirical_envelope|holdout_bootstrap_concordance|interval_domain|refinement_stress|replay_certificate,"Deterministic compact-domain global envelope over declared clipped implementation, interval, stress, concordance, and leave-one-out guards; not an unrestricted analytic full-domain neural certificate."
