method,seed,sku_count,test_months,training_months_per_sku,source_dataset,split,external_avg_cost,valuation_adjusted_welfare,theta_free_external_welfare,fill_rate,avg_order,avg_ending_inventory,avg_ending_backlog,lost_sales_rate,capacity_excess_rate,theta_mean,theta_std,target_fill_mean,periods
full_ndu_theta_service_control,8361,39,4,8,supplychainpy sample complete_dataset_small.csv,months_1_8_train_9_12_test,0.347699981598,-0.0293297212856,-0.0437991313246,0.997594365373,0.957717830616,0.970077393599,0.0394038988561,0,0.0630634653826,1.03930706382,0.189572213644,0.93209137569,156
rolling_forecast_base_stock_backlog,8361,39,4,8,supplychainpy sample complete_dataset_small.csv,months_1_8_train_9_12_test,0.391380102015,-0.137811720137,-0.137811720137,0.993452003918,0.887905597226,0.758401081315,0.066235353155,0,0.0419081945543,1,0,0.93,156
rolling_forecast_base_stock_lost_sales,8361,39,4,8,supplychainpy sample complete_dataset_small.csv,months_1_8_train_9_12_test,0.576623158753,-0.337888807841,-0.337888807841,0.929814460137,0.823285815731,0.740596004496,0,0.0701855398634,0.0165808771623,1,0,0.93,156
seasonal_service_tuned_base_stock,8361,39,4,8,supplychainpy sample complete_dataset_small.csv,months_1_8_train_9_12_test,0.361930484031,-0.0812185468814,-0.0812185468814,0.996135917749,0.908745141954,0.82758490672,0.0526256839729,0,0.0410129937476,1,0,0.93,156
mpc_scenario_base_stock,8361,39,4,8,supplychainpy sample complete_dataset_small.csv,months_1_8_train_9_12_test,0.367372695783,-0.104668960421,-0.104668960421,0.994222092264,0.903205128205,0.78950727223,0.0555403426953,0,0.0556105300242,1,0,0.93,156
approximate_dp_inventory,8361,39,4,8,supplychainpy sample complete_dataset_small.csv,months_1_8_train_9_12_test,0.343506107962,-0.0339502654289,-0.0339502654289,0.998468707324,0.956594759969,0.96401019935,0.0384047581022,0,0.0546632186022,1,0,0.93,156
tabular_inventory_rl,8361,39,4,8,supplychainpy sample complete_dataset_small.csv,months_1_8_train_9_12_test,0.399212067694,-0.140758706275,-0.140758706275,0.993291085471,0.877877882,0.752561804743,0.070986114972,0,0.0364605177546,1,0,0.93,156
full_ndu_theta_service_control,8458,39,4,8,supplychainpy sample complete_dataset_small.csv,months_1_8_train_9_12_test,0.330247403073,-0.00588463086398,-0.0195553948972,0.996354503218,0.934252135679,0.947990804272,0.0357213665694,0,0.0539484501384,1.03187741369,0.177795464139,0.931722643358,156
rolling_forecast_base_stock_backlog,8458,39,4,8,supplychainpy sample complete_dataset_small.csv,months_1_8_train_9_12_test,0.37429424242,-0.116003292265,-0.116003292265,0.990038568111,0.87433204173,0.751548780178,0.0605498335462,0,0.0378068565419,1,0,0.93,156
rolling_forecast_base_stock_lost_sales,8458,39,4,8,supplychainpy sample complete_dataset_small.csv,months_1_8_train_9_12_test,0.572556982097,-0.332349491519,-0.332349491519,0.931293332083,0.808095033234,0.73700739719,0,0.0687066679168,0.012269779511,1,0,0.93,156
seasonal_service_tuned_base_stock,8458,39,4,8,supplychainpy sample complete_dataset_small.csv,months_1_8_train_9_12_test,0.343307526371,-0.0553420199114,-0.0553420199114,0.994140469544,0.896008416179,0.819865221083,0.0474639910792,0,0.0347426429299,1,0,0.93,156
mpc_scenario_base_stock,8458,39,4,8,supplychainpy sample complete_dataset_small.csv,months_1_8_train_9_12_test,0.338138635888,-0.0545136190357,-0.0545136190357,0.9962642945,0.890384615385,0.778337304382,0.0466825640337,0,0.0433525426973,1,0,0.93,156
approximate_dp_inventory,8458,39,4,8,supplychainpy sample complete_dataset_small.csv,months_1_8_train_9_12_test,0.337802784642,-0.0297815289694,-0.0297815289694,0.995085653284,0.940443680947,0.957639162447,0.0370634826766,0,0.0477000287235,1,0,0.93,156
tabular_inventory_rl,8458,39,4,8,supplychainpy sample complete_dataset_small.csv,months_1_8_train_9_12_test,0.398939601026,-0.14776646782,-0.14776646782,0.987729802246,0.878192736118,0.760177126435,0.0676509406436,0,0.0451647939789,1,0,0.93,156
full_ndu_theta_service_control,8555,39,4,8,supplychainpy sample complete_dataset_small.csv,months_1_8_train_9_12_test,0.372199452414,-0.0634829295289,-0.0803621346462,0.989662304476,0.925649221753,0.955068024371,0.0513145379292,0,0.0586123138755,1.03533159709,0.193355279688,0.931895036962,156
rolling_forecast_base_stock_backlog,8555,39,4,8,supplychainpy sample complete_dataset_small.csv,months_1_8_train_9_12_test,0.424892873736,-0.188079076797,-0.188079076797,0.983223770903,0.859792307535,0.749698919596,0.0804242934907,0,0.0475408987143,1,0,0.93,156
rolling_forecast_base_stock_lost_sales,8555,39,4,8,supplychainpy sample complete_dataset_small.csv,months_1_8_train_9_12_test,0.648212992232,-0.427879742273,-0.427879742273,0.914274931024,0.800243516147,0.740569294293,0,0.0857250689761,0.0255654517831,1,0,0.93,156
seasonal_service_tuned_base_stock,8555,39,4,8,supplychainpy sample complete_dataset_small.csv,months_1_8_train_9_12_test,0.396808412887,-0.133112762449,-0.133112762449,0.986926907029,0.88201829818,0.819506224932,0.067300505046,0,0.0458757276121,1,0,0.93,156
mpc_scenario_base_stock,8555,39,4,8,supplychainpy sample complete_dataset_small.csv,months_1_8_train_9_12_test,0.405147214835,-0.157517274697,-0.157517274697,0.987788546308,0.872435897436,0.762716008847,0.0714048748463,0,0.0472474169925,1,0,0.93,156
approximate_dp_inventory,8555,39,4,8,supplychainpy sample complete_dataset_small.csv,months_1_8_train_9_12_test,0.368160614303,-0.0718566661328,-0.0718566661328,0.992984818063,0.927379551183,0.950267526188,0.0496365946631,0,0.0534202444356,1,0,0.93,156
tabular_inventory_rl,8555,39,4,8,supplychainpy sample complete_dataset_small.csv,months_1_8_train_9_12_test,0.422045668785,-0.177678908014,-0.177678908014,0.981773036779,0.849670180817,0.74273377555,0.0801819845942,0,0.0401998105424,1,0,0.93,156
full_ndu_theta_service_control,8652,39,4,8,supplychainpy sample complete_dataset_small.csv,months_1_8_train_9_12_test,0.29506982374,0.0450803462244,0.0326907527091,0.998945652998,0.938401813374,0.980579684657,0.023340912472,0,0.0512496343539,1.02756836412,0.159704886113,0.931516260026,156
rolling_forecast_base_stock_backlog,8652,39,4,8,supplychainpy sample complete_dataset_small.csv,months_1_8_train_9_12_test,0.332484657028,-0.0582794852945,-0.0582794852945,0.98935119201,0.867251166762,0.762624311653,0.0477179711726,0,0.0328152321934,1,0,0.93,156
rolling_forecast_base_stock_lost_sales,8652,39,4,8,supplychainpy sample complete_dataset_small.csv,months_1_8_train_9_12_test,0.504909716995,-0.255838777438,-0.255838777438,0.941420669135,0.805640791147,0.724488777776,0,0.058579330865,0.0112902102077,1,0,0.93,156
seasonal_service_tuned_base_stock,8652,39,4,8,supplychainpy sample complete_dataset_small.csv,months_1_8_train_9_12_test,0.305041396991,-0.00244432573955,-0.00244432573955,0.993843477007,0.889139693296,0.831235363314,0.0351037124385,0,0.0317597797869,1,0,0.93,156
mpc_scenario_base_stock,8652,39,4,8,supplychainpy sample complete_dataset_small.csv,months_1_8_train_9_12_test,0.342226511326,-0.0697637041497,-0.0697637041497,0.990711971056,0.892628205128,0.811467840944,0.046550035401,0,0.0451589868159,1,0,0.93,156
approximate_dp_inventory,8652,39,4,8,supplychainpy sample complete_dataset_small.csv,months_1_8_train_9_12_test,0.295097868658,0.0331146982038,0.0331146982038,0.999573247818,0.937319583983,0.972347796484,0.0233434548251,0,0.0439159259671,1,0,0.93,156
tabular_inventory_rl,8652,39,4,8,supplychainpy sample complete_dataset_small.csv,months_1_8_train_9_12_test,0.345396841074,-0.072411727686,-0.072411727686,0.986822820926,0.853366050659,0.754073387809,0.051707827332,0,0.0324696874686,1,0,0.93,156
full_ndu_theta_service_control,8749,39,4,8,supplychainpy sample complete_dataset_small.csv,months_1_8_train_9_12_test,0.339022439041,-0.0231295690152,-0.0388112040173,0.990675878464,0.945644350188,0.95343168524,0.0382980054083,0,0.064129497664,1.03318964332,0.168921314493,0.931825430383,156
rolling_forecast_base_stock_backlog,8749,39,4,8,supplychainpy sample complete_dataset_small.csv,months_1_8_train_9_12_test,0.407993606683,-0.173686796163,-0.173686796163,0.978147460805,0.882479326959,0.756114617561,0.0716679720639,0,0.0518381775463,1,0,0.93,156
rolling_forecast_base_stock_lost_sales,8749,39,4,8,supplychainpy sample complete_dataset_small.csv,months_1_8_train_9_12_test,0.65019642973,-0.44157393274,-0.44157393274,0.918365405115,0.821091084124,0.731983167211,0,0.0816345948854,0.0239511552074,1,0,0.93,156
seasonal_service_tuned_base_stock,8749,39,4,8,supplychainpy sample complete_dataset_small.csv,months_1_8_train_9_12_test,0.364147256974,-0.0930501410766,-0.0930501410766,0.984615509646,0.905579010909,0.822501318839,0.0539975604782,0,0.0535787841027,1,0,0.93,156
mpc_scenario_base_stock,8749,39,4,8,supplychainpy sample complete_dataset_small.csv,months_1_8_train_9_12_test,0.404412568966,-0.164962856466,-0.164962856466,0.978593957942,0.896794871795,0.781150442588,0.0677638828369,0,0.0613643294818,1,0,0.93,156
approximate_dp_inventory,8749,39,4,8,supplychainpy sample complete_dataset_small.csv,months_1_8_train_9_12_test,0.336526343459,-0.0313646328006,-0.0313646328006,0.991539783155,0.949471715274,0.952418030631,0.0371123105896,0,0.0663092517656,1,0,0.93,156
tabular_inventory_rl,8749,39,4,8,supplychainpy sample complete_dataset_small.csv,months_1_8_train_9_12_test,0.395125514285,-0.146303413808,-0.146303413808,0.977772030433,0.884043671142,0.771310362145,0.0684021616218,0,0.038180203519,1,0,0.93,156
full_ndu_theta_service_control,8846,39,4,8,supplychainpy sample complete_dataset_small.csv,months_1_8_train_9_12_test,0.382970755982,-0.0767999727309,-0.0953172422882,0.987787056662,0.97555165067,0.961075359597,0.0520455527336,0,0.0788361827828,1.04003544515,0.185309678202,0.932201949483,156
rolling_forecast_base_stock_backlog,8846,39,4,8,supplychainpy sample complete_dataset_small.csv,months_1_8_train_9_12_test,0.426351678408,-0.188289572272,-0.188289572272,0.980788897213,0.910980465081,0.757885467604,0.078220372327,0,0.0583182832256,1,0,0.93,156
rolling_forecast_base_stock_lost_sales,8846,39,4,8,supplychainpy sample complete_dataset_small.csv,months_1_8_train_9_12_test,0.645411867992,-0.421083310807,-0.421083310807,0.919778936241,0.843269225554,0.730552587788,0,0.0802210637588,0.0243373297535,1,0,0.93,156
seasonal_service_tuned_base_stock,8846,39,4,8,supplychainpy sample complete_dataset_small.csv,months_1_8_train_9_12_test,0.402415596657,-0.141063735161,-0.141063735161,0.985045942907,0.930715620636,0.825266110101,0.0666670191313,0,0.056582035842,1,0,0.93,156
mpc_scenario_base_stock,8846,39,4,8,supplychainpy sample complete_dataset_small.csv,months_1_8_train_9_12_test,0.424809781107,-0.185463675443,-0.185463675443,0.982081167897,0.933012820513,0.801002218687,0.0737531742139,0,0.0743462788182,1,0,0.93,156
approximate_dp_inventory,8846,39,4,8,supplychainpy sample complete_dataset_small.csv,months_1_8_train_9_12_test,0.381686717627,-0.0924837830055,-0.0924837830055,0.989798840951,0.977169567494,0.957424931164,0.0516647033152,0,0.072609280692,1,0,0.93,156
tabular_inventory_rl,8846,39,4,8,supplychainpy sample complete_dataset_small.csv,months_1_8_train_9_12_test,0.408447852108,-0.158608450995,-0.158608450995,0.983860962927,0.919840957161,0.768089332632,0.0724688923443,0,0.0506038082918,1,0,0.93,156
full_ndu_theta_service_control,8943,39,4,8,supplychainpy sample complete_dataset_small.csv,months_1_8_train_9_12_test,0.33846495285,-0.0206359455656,-0.0346939859367,0.987754730887,0.930332554337,0.946275533117,0.0387640111908,0,0.0549180747206,1.02866417509,0.164805998094,0.93157652963,156
rolling_forecast_base_stock_backlog,8943,39,4,8,supplychainpy sample complete_dataset_small.csv,months_1_8_train_9_12_test,0.37309983568,-0.114079267111,-0.114079267111,0.982584975802,0.867810498958,0.750041873627,0.0613742678111,0,0.0467706868297,1,0,0.93,156
rolling_forecast_base_stock_lost_sales,8943,39,4,8,supplychainpy sample complete_dataset_small.csv,months_1_8_train_9_12_test,0.55582462113,-0.311535182308,-0.311535182308,0.931994892369,0.808065757722,0.717903505233,0,0.0680051076309,0.0173230797166,1,0,0.93,156
seasonal_service_tuned_base_stock,8943,39,4,8,supplychainpy sample complete_dataset_small.csv,months_1_8_train_9_12_test,0.347560756101,-0.0639722431595,-0.0639722431595,0.986255205316,0.888879497917,0.821315956291,0.0490946105143,0,0.0451404419818,1,0,0.93,156
mpc_scenario_base_stock,8943,39,4,8,supplychainpy sample complete_dataset_small.csv,months_1_8_train_9_12_test,0.358028570397,-0.0889679643252,-0.0889679643252,0.985248078404,0.889743589744,0.786570901233,0.0529645518562,0,0.0498512521954,1,0,0.93,156
approximate_dp_inventory,8943,39,4,8,supplychainpy sample complete_dataset_small.csv,months_1_8_train_9_12_test,0.332863078331,-0.0236274872537,-0.0236274872537,0.989789751891,0.934043330051,0.952491873044,0.0360702054913,0,0.0519026957929,1,0,0.93,156
tabular_inventory_rl,8943,39,4,8,supplychainpy sample complete_dataset_small.csv,months_1_8_train_9_12_test,0.406135588064,-0.162663812007,-0.162663812007,0.981359908689,0.860526389486,0.751618117901,0.0722617560432,0,0.0456435269398,1,0,0.93,156
full_ndu_theta_service_control,9040,39,4,8,supplychainpy sample complete_dataset_small.csv,months_1_8_train_9_12_test,0.344848174521,-0.0311877749305,-0.0446963870583,0.991023741277,0.932471819509,0.971380809641,0.0390388680949,0,0.0589383161194,1.03301131276,0.169770719538,0.93179226444,156
rolling_forecast_base_stock_backlog,9040,39,4,8,supplychainpy sample complete_dataset_small.csv,months_1_8_train_9_12_test,0.379099162515,-0.131373007073,-0.131373007073,0.982335036825,0.866060963174,0.769080017095,0.0612191035303,0,0.0426574095667,1,0,0.93,156
rolling_forecast_base_stock_lost_sales,9040,39,4,8,supplychainpy sample complete_dataset_small.csv,months_1_8_train_9_12_test,0.585059482867,-0.360618563823,-0.360618563823,0.928531461213,0.803113645481,0.736044899607,0,0.0714685387866,0.0204651835601,1,0,0.93,156
seasonal_service_tuned_base_stock,9040,39,4,8,supplychainpy sample complete_dataset_small.csv,months_1_8_train_9_12_test,0.353079805362,-0.0764440899593,-0.0764440899593,0.986342077197,0.888121854803,0.836806806518,0.04930282291,0,0.0438156930938,1,0,0.93,156
mpc_scenario_base_stock,9040,39,4,8,supplychainpy sample complete_dataset_small.csv,months_1_8_train_9_12_test,0.360911044642,-0.100119573438,-0.100119573438,0.988643454023,0.891987179487,0.804347475146,0.0526624100852,0,0.0548378173463,1,0,0.93,156
approximate_dp_inventory,9040,39,4,8,supplychainpy sample complete_dataset_small.csv,months_1_8_train_9_12_test,0.342917624481,-0.0390382933185,-0.0390382933185,0.99211683542,0.934936710311,0.96995218532,0.0380594470486,0,0.0555664593713,1,0,0.93,156
tabular_inventory_rl,9040,39,4,8,supplychainpy sample complete_dataset_small.csv,months_1_8_train_9_12_test,0.378987807747,-0.122909291998,-0.122909291998,0.985311344503,0.873371660702,0.765098275456,0.0628171576641,0,0.0397245015592,1,0,0.93,156
full_ndu_theta_service_control,9137,39,4,8,supplychainpy sample complete_dataset_small.csv,months_1_8_train_9_12_test,0.355392303123,-0.0384775255539,-0.0574224954849,0.998103494278,0.963117977631,0.958384019217,0.0435761566317,0,0.0730405202491,1.04263087703,0.188572777132,0.932344698237,156
rolling_forecast_base_stock_backlog,9137,39,4,8,supplychainpy sample complete_dataset_small.csv,months_1_8_train_9_12_test,0.416139744028,-0.178915712096,-0.178915712096,0.991186921385,0.900008847429,0.764471435832,0.0739119651925,0,0.0624507736002,1,0,0.93,156
rolling_forecast_base_stock_lost_sales,9137,39,4,8,supplychainpy sample complete_dataset_small.csv,months_1_8_train_9_12_test,0.639034113684,-0.420556204688,-0.420556204688,0.919882979445,0.82603276553,0.747206140784,0,0.0801170205553,0.0267881587646,1,0,0.93,156
seasonal_service_tuned_base_stock,9137,39,4,8,supplychainpy sample complete_dataset_small.csv,months_1_8_train_9_12_test,0.384124853311,-0.11781805563,-0.11781805563,0.995188937445,0.921546097831,0.830527701379,0.0601716013071,0,0.0606940162505,1,0,0.93,156
mpc_scenario_base_stock,9137,39,4,8,supplychainpy sample complete_dataset_small.csv,months_1_8_train_9_12_test,0.412961161424,-0.180378686807,-0.180378686807,0.991487131797,0.909935897436,0.79211556664,0.0710700171347,0,0.066037913694,1,0,0.93,156
approximate_dp_inventory,9137,39,4,8,supplychainpy sample complete_dataset_small.csv,months_1_8_train_9_12_test,0.360911316542,-0.0623251944671,-0.0623251944671,1.00024702783,0.965758506724,0.958757728669,0.0450667792493,0,0.0682895915054,1,0,0.93,156
tabular_inventory_rl,9137,39,4,8,supplychainpy sample complete_dataset_small.csv,months_1_8_train_9_12_test,0.404687135568,-0.150127924425,-0.150127924425,0.995303267601,0.904222893137,0.77782200577,0.0718946835663,0,0.0545581807802,1,0,0.93,156
full_ndu_theta_service_control,9234,39,4,8,supplychainpy sample complete_dataset_small.csv,months_1_8_train_9_12_test,0.37457422458,-0.0715619682551,-0.0880981096304,0.98484918156,0.902698389823,0.936547113198,0.0524540203126,0,0.0423923193662,1.03314960929,0.189752387274,0.931777679159,156
rolling_forecast_base_stock_backlog,9234,39,4,8,supplychainpy sample complete_dataset_small.csv,months_1_8_train_9_12_test,0.408615422249,-0.166784985871,-0.166784985871,0.975945915363,0.843679399512,0.736432140817,0.0745819123766,0,0.0287912604814,1,0,0.93,156
rolling_forecast_base_stock_lost_sales,9234,39,4,8,supplychainpy sample complete_dataset_small.csv,months_1_8_train_9_12_test,0.605148735212,-0.371542433565,-0.371542433565,0.92308585931,0.799092683956,0.736159298799,0,0.0769141406896,0.0199979020876,1,0,0.93,156
seasonal_service_tuned_base_stock,9234,39,4,8,supplychainpy sample complete_dataset_small.csv,months_1_8_train_9_12_test,0.386180567262,-0.120379906503,-0.120379906503,0.980264197319,0.866917568246,0.811362582446,0.0634139271176,0,0.0311032331056,1,0,0.93,156
mpc_scenario_base_stock,9234,39,4,8,supplychainpy sample complete_dataset_small.csv,months_1_8_train_9_12_test,0.385388889706,-0.136051892101,-0.136051892101,0.979609386358,0.865705128205,0.769744758324,0.0636286894978,0,0.0360340246648,1,0,0.93,156
approximate_dp_inventory,9234,39,4,8,supplychainpy sample complete_dataset_small.csv,months_1_8_train_9_12_test,0.369528410466,-0.0779145006259,-0.0779145006259,0.985241806745,0.908059851892,0.938867404708,0.0504589896588,0,0.0400675842431,1,0,0.93,156
tabular_inventory_rl,9234,39,4,8,supplychainpy sample complete_dataset_small.csv,months_1_8_train_9_12_test,0.409550985661,-0.159825788409,-0.159825788409,0.978242555803,0.851377857483,0.753228484759,0.0745448561968,0,0.0371685421963,1,0,0.93,156
full_ndu_theta_service_control,9331,39,4,8,supplychainpy sample complete_dataset_small.csv,months_1_8_train_9_12_test,0.321088269999,0.0121654157442,-0.00232773980294,0.999300822973,0.932599571803,0.960463027226,0.0324664557356,0,0.0587393216874,1.03286207355,0.178676133456,0.931736901225,156
rolling_forecast_base_stock_backlog,9331,39,4,8,supplychainpy sample complete_dataset_small.csv,months_1_8_train_9_12_test,0.352796417869,-0.0813541478292,-0.0813541478292,0.995320099944,0.871804056267,0.754642201153,0.0546822593745,0,0.0453582744036,1,0,0.93,156
rolling_forecast_base_stock_lost_sales,9331,39,4,8,supplychainpy sample complete_dataset_small.csv,months_1_8_train_9_12_test,0.54867039638,-0.302855139079,-0.302855139079,0.934637852544,0.816827139088,0.743715189462,0,0.0653621474559,0.0257596144093,1,0,0.93,156
seasonal_service_tuned_base_stock,9331,39,4,8,supplychainpy sample complete_dataset_small.csv,months_1_8_train_9_12_test,0.330346082821,-0.0325788730539,-0.0325788730539,0.997941925396,0.894848632435,0.829462976971,0.043447977857,0,0.0475589386322,1,0,0.93,156
mpc_scenario_base_stock,9331,39,4,8,supplychainpy sample complete_dataset_small.csv,months_1_8_train_9_12_test,0.370113594894,-0.112551190779,-0.112551190779,0.991871450209,0.88141025641,0.777003202672,0.0578582662693,0,0.0542072257036,1,0,0.93,156
approximate_dp_inventory,9331,39,4,8,supplychainpy sample complete_dataset_small.csv,months_1_8_train_9_12_test,0.321632416235,-0.000189902625354,-0.000189902625354,1.00028932192,0.937985363601,0.964797161317,0.0321692283277,0,0.0562253165522,1,0,0.93,156
tabular_inventory_rl,9331,39,4,8,supplychainpy sample complete_dataset_small.csv,months_1_8_train_9_12_test,0.378417920849,-0.111423695232,-0.111423695232,0.992484275542,0.878974957647,0.761853830669,0.0633637710987,0,0.0433604779646,1,0,0.93,156
