method,optimization_value,net_reward,physical_cost,premium,liability,maintenance,adjustment,filled_demand,lost_demand,demand,undiscounted_filled,undiscounted_lost,undiscounted_demand,fill_rate,unique_economic_actions,bellman_candidates
joint_contract,-320147875493408505080001623/64000000000000000000000000,-5.002310554584508,9.374173780421842,9.88965799465036,1.0018591595329636,4.308149339422545,0.2077862698575164,17.1685709088308,2.2945267417765494,19.463097650607352,19.03038174875,2.56961825125,21.6,0.8821088614481186,143,37752
expanded_action_mdp,-320147875493408505080001623/64000000000000000000000000,-5.002310554584508,9.374173780421842,9.88965799465036,1.0018591595329636,4.308149339422545,0.2077862698575164,17.1685709088308,2.2945267417765494,19.463097650607352,19.03038174875,2.56961825125,21.6,0.8821088614481186,143,37752
frozen_contract,-23788230461853429/4000000000000000,-5.947057615463358,9.587377731595472,7.20855468541013,0.8650265622492156,2.703208007028799,0.0,18.021386713525324,1.441710937082026,19.463097650607352,20.0,1.6,21.6,0.9259259259259259,13,3432
capacity_matched_gate,-23788230461853429/4000000000000000,-5.947057615463358,9.587377731595472,7.20855468541013,0.8650265622492156,2.703208007028799,0.0,18.021386713525324,1.441710937082026,19.463097650607352,20.0,1.6,21.6,0.9259259259259259,13,37752
physical_oracle,-42530472643919767/5000000000000000,-11.972029684072613,8.506094528783953,14.41710937082026,6.920212497993725,10.812832028115196,0.15,13.696253902279247,5.766843748328104,19.463097650607352,15.2,6.4,21.6,0.7037037037037037,143,37752
