batch,seed,epsilon,k,zeta,direct_p_mse,inferred_p_mse,induced_z_mse,slope_parity_error,intercept_parity_error,direct_design_condition,z_design_condition
2,2026092402,0.0001,0.9996427972156624,0.014137084013509665,4.253127637951032e-08,4.2531276379668954e-08,8.50625527593379e-12,6.661338147750939e-16,1.9535967895473183e-17,6.8147855133644395,24.029183446700273
3,2026092403,0.1,1.1024682415677716,0.4930387862360391,0.0034999135099970627,0.0034999135099970328,0.0006999827019994066,4.440892098500626e-16,8.326672684688674e-17,6.796094128466072,3.40373768519443
3,2026092403,0.01,1.0269872480700888,0.1452379294604941,0.00024277051946550363,0.00024277051946549566,4.855410389309913e-06,4.440892098500626e-16,1.734723475976807e-17,6.796094128466072,2.936273462225458
3,2026092403,0.001,1.0079925116632913,0.045078795537797374,2.1293414229282437e-05,2.1293414229282437e-05,4.258682845856487e-08,0.0,4.651227319962814e-17,6.796094128466072,7.568857182281939
3,2026092403,0.0001,1.0024732935576606,0.01417711327666069,2.0390603407884295e-06,2.039060340788796e-06,4.0781206815775915e-10,2.220446049250313e-16,1.0679391398982219e-17,6.796094128466072,23.46844049349367
4,2026092404,0.1,1.0248717029474004,0.4583365592012718,0.00020620053583457484,0.00020620053583457853,4.124010716691571e-05,2.220446049250313e-16,1.3877787807814457e-17,6.902002954490404,3.460710893018526
4,2026092404,0.01,1.0101862773999692,0.14286191340222254,3.458674908970807e-05,3.458674908970506e-05,6.917349817941011e-07,4.440892098500626e-16,5.898059818321144e-17,6.902002954490404,2.9781167351447007
4,2026092404,0.001,1.0034532991802085,0.044875795784267605,3.9750917426763145e-06,3.9750917426763145e-06,7.95018348535263e-09,0.0,4.597017211338539e-17,6.902002954490404,7.646977591051423
4,2026092404,0.0001,1.0011152406285444,0.014157907507952911,4.145872198520365e-07,4.1458721985154126e-07,8.291744397030826e-11,6.661338147750939e-16,2.7620050344068225e-17,6.902002954490404,23.69884379508337
5,2026092405,0.1,0.9837145742022313,0.4399305316746903,8.840503113821014e-05,8.840503113820292e-05,1.7681006227640584e-05,6.661338147750939e-16,2.7755575615628914e-17,6.811161033222822,3.424046347273685
5,2026092405,0.01,0.9968748217614701,0.14097938929233336,3.255579674193551e-06,3.255579674192394e-06,6.511159348384789e-08,5.551115123125783e-16,5.898059818321144e-17,6.811161033222822,2.9909691856951106
5,2026092405,0.001,0.9992142044252387,0.04468621770356412,2.0582489510482845e-07,2.0582489510459578e-07,4.1164979020919156e-10,4.440892098500626e-16,3.404394821604484e-17,6.811161033222822,7.721498292064182
5,2026092405,0.0001,0.9997717568766491,0.014138907778525332,1.736497445232501e-08,1.736497445239258e-08,3.4729948904785164e-12,4.440892098500626e-16,5.025277069470313e-17,6.811161033222822,23.94269451366205
6,2026092406,0.1,1.0124135394196228,0.4527650990966878,5.1365320307509344e-05,5.136532030750751e-05,1.0273064061501502e-05,2.220446049250313e-16,8.326672684688674e-17,6.842469526261869,3.439100618978139
6,2026092406,0.01,1.006164589429804,0.1422931608351186,1.2667387612683377e-05,1.266738761268429e-05,2.533477522536858e-07,2.220446049250313e-16,4.683753385137379e-17,6.842469526261869,2.9961717663960865
6,2026092406,0.001,1.002173322702875,0.04481855349600924,1.5744438569440652e-06,1.5744438569440652e-06,3.1488877138881304e-09,0.0,3.859759734048396e-17,6.842469526261869,7.723839456807629
6,2026092406,0.0001,1.000709655819072,0.014152171672570426,1.6787046051425425e-07,1.6787046051393908e-07,3.357409210278782e-11,6.661338147750939e-16,2.841287318269825e-17,6.842469526261869,23.94608560323181
7,2026092407,0.1,1.1411889468757628,0.5103552120771204,0.006644772906628988,0.006644772906629009,0.001328954581325802,2.220446049250313e-16,8.326672684688674e-17,6.8421374851061465,3.4362229020047255
7,2026092407,0.01,1.0360620334902473,0.14652129792217553,0.00043349008648390546,0.0004334900864839002,8.669801729678004e-06,2.220446049250313e-16,6.071532165918825e-17,6.8421374851061465,2.9852650025332315
7,2026092407,0.001,1.0105452331119915,0.04519295671153569,3.706731379541408e-05,3.706731379541408e-05,7.413462759082817e-08,0.0,2.5261910618912253e-17,6.8421374851061465,7.6922443322191345
7,2026092407,0.0001,1.0032488371914672,0.014188081119912101,3.518314365553451e-06,3.518314365553451e-06,7.036628731106902e-10,0.0,3.667991474790022e-17,6.8421374851061465,23.847546405267575
8,2026092408,0.1,1.0130683436606074,0.4530579364556473,5.6927202010579074e-05,5.6927202010581005e-05,1.1385440402116202e-05,2.220446049250313e-16,1.3877787807814457e-16,6.723865122725088,3.3951828495808694
8,2026092408,0.01,1.0089459735500288,0.1426865079496178,2.667681425260494e-05,2.667681425261024e-05,5.335362850522047e-07,8.881784197001252e-16,1.1275702593849246e-16,6.723865122725088,3.028807096501382
8,2026092408,0.001,1.0033103052734418,0.04486940090234966,3.652707001125492e-06,3.6527070011269614e-06,7.305414002253923e-09,6.661338147750939e-16,1.0430024899310553e-16,6.723865122725088,7.867370597570295
8,2026092408,0.0001,1.00109494444574,0.014157620476583066,3.996344464189492e-07,3.9963444641943544e-07,7.992688928388709e-11,6.661338147750939e-16,4.4774161591862316e-17,6.723865122725088,24.40889588829662
9,2026092409,0.1,1.0051468428258736,0.44951533358559004,8.829997024748958e-06,8.829997024748958e-06,1.7659994049497919e-06,0.0,1.6653345369377348e-16,6.857264197864689,3.44664615185616
9,2026092409,0.01,1.005947126959008,0.14226240699756793,1.1789439688852842e-05,1.1789439688854604e-05,2.3578879377709207e-07,4.440892098500626e-16,7.546047120499111e-17,6.857264197864689,3.000365630990365
9,2026092409,0.001,1.0023126019074802,0.0448247822513962,1.7827091941603097e-06,1.782709194159625e-06,3.5654183883192504e-09,4.440892098500626e-16,4.359170359749531e-17,6.857264197864689,7.729999243254373
9,2026092409,0.0001,1.0007745044583898,0.01415308877082268,1.9995238535521537e-07,1.9995238535510073e-07,3.999047707102015e-11,2.220446049250313e-16,7.524363077049401e-17,6.857264197864689,23.963456507497995
10,2026092410,0.1,0.995844465637231,0.44535518403636015,5.756155280051468e-06,5.756155280052698e-06,1.1512310560105395e-06,4.440892098500626e-16,1.1102230246251565e-16,7.062516058267396,3.51421825003182
10,2026092410,0.01,0.9978932932752124,0.14112342291509572,1.479404408088478e-06,1.4794044080891016e-06,2.9588088161782034e-08,4.440892098500626e-16,4.5102810375396984e-17,7.062516058267396,2.9104012263000625
10,2026092410,0.001,0.9992545397011032,0.044688021551938586,1.8523701907708812e-07,1.8523701907708812e-07,3.7047403815417626e-10,0.0,7.068998164605489e-17,7.062516058267396,7.384855534139962
