policy,reward,physical,premium,liability,maintenance,adjustment,filled,lost,demand,customer,movement,tier2,exposure,tier,fill_rate
frozen_0.5,-5.947057615463357,9.587377731595472,7.208554685410129,0.8650265622492155,2.7032080070287976,0.0,18.02138671352532,1.4417109370820258,19.46309765060735,29.699245303889736,0.0,1.8021386713525318,0.7208554685410129,3.6042773427050636,0.9259259259259258
best_static_grid,-5.873763513923844,9.587377731595472,8.650265622492157,1.0380318746990584,3.89261953012147,0.0060000000000000105,18.02138671352532,1.4417109370820258,19.46309765060735,28.43053967925755,0.010000000000000018,2.5950796867476473,0.8650265622492157,4.325132811246077,0.9259259259259258
time_only,-5.873763513923844,9.587377731595472,8.650265622492157,1.0380318746990584,3.89261953012147,0.0060000000000000105,18.02138671352532,1.4417109370820258,19.46309765060735,28.43053967925755,0.010000000000000018,2.5950796867476473,0.8650265622492157,4.325132811246077,0.9259259259259258
full,-5.002310554584505,9.374173780421836,9.889657994650362,1.0018591595329631,4.3081493394225445,0.2077862698575164,17.168570908830816,2.2945267417765485,19.463097650607327,25.449342982544202,0.34631044976252723,2.8720995596150307,0.8348826329441359,4.006959577552461,0.8821088614481204
