method,seed,mean_utility,cew,sharpe,max_drawdown,turnover,theta_stability
signal_only_joint_rl,2127,0.07046229829132561,0.07300411457957501,1.2601329642918315,-0.06041074134253906,0.3467105177054345,0.0
signal_only_joint_rl,3127,0.06592622741378744,0.06814791422519084,1.1958593850801482,-0.0643702420759902,0.4174294580986836,0.0
signal_only_joint_rl,4127,0.06009768133439454,0.06194027322213258,1.205582771883949,-0.059813173136480824,0.39876360701129193,0.0
signal_only_joint_rl,5127,0.07592679797388237,0.07888359480151008,1.3141236630514546,-0.06178165677547268,0.3892486631426022,0.0
signal_only_joint_rl,6127,0.04539008336398698,0.04643597756991413,1.0127001752076468,-0.06537675075777877,0.4493020930706511,0.0
signal_only_joint_rl,7127,0.06587688756462598,0.0680952132683601,1.217561051008595,-0.06108054102673689,0.42273007592738404,0.0
signal_only_joint_rl,8127,0.04707220960129484,0.04819769628467818,0.9755642060834235,-0.06835352840805836,0.4388058762073872,0.0
signal_only_joint_rl,9127,0.07475768309728675,0.07762299297847086,1.321935384229272,-0.06310958185771308,0.40586817637603056,0.0
signal_only_joint_rl,10127,0.050913992730733874,0.052232389756802666,1.2333767124007764,-0.04939432705299053,0.3251529194675274,0.0
signal_only_joint_rl,11127,0.05300214709637051,0.054431909083850316,1.0761463655101842,-0.06507341770077538,0.42509938398006114,0.0
signal_only_joint_rl,12127,0.0772744593649266,0.08033854473737678,1.368679611099354,-0.06245267740021018,0.400117301707437,0.0
signal_only_joint_rl,13127,0.06781714518006876,0.07016960491624702,1.2570202658722942,-0.06403070712071376,0.4342288583522426,0.0
signal_only_joint_rl,14127,0.061695800871791356,0.06363873753332938,1.056923201952583,-0.06953770962160433,0.31645087752977175,0.0
signal_only_joint_rl,15127,0.06540121222931344,0.06758726753784838,1.2001256814824675,-0.064009983269739,0.4108360908279762,0.0
signal_only_joint_rl,16127,0.09425250333301612,0.09883717093843236,1.5452365558739682,-0.05718493791727282,0.3942242354897272,0.0
signal_only_joint_rl,17127,0.06008946543497063,0.06193154846349458,1.159218019053519,-0.06001834266192847,0.4057634480506174,0.0
signal_only_joint_rl,18127,0.059427714411490126,0.06122904664071904,1.1627538957519468,-0.06004127562033608,0.3863677970773432,0.0
signal_only_joint_rl,19127,0.0759447543684095,0.07890296783492179,1.3149590472451853,-0.0625641531481476,0.42141296122019994,0.0
signal_only_joint_rl,20127,0.05919761579921484,0.06098488740120911,1.2242749615257482,-0.05605591868581368,0.3829048999179119,0.0
signal_only_joint_rl,21127,0.060481569039712454,0.062348017295765557,1.15941805383654,-0.06651202783400997,0.43406505387875116,0.0
signal_only_joint_rl,22127,0.06041807337578791,0.06228056494457701,1.186361055256216,-0.0635900332063638,0.4383322074064571,0.0
signal_only_joint_rl,23127,0.06705109282873688,0.0693501129010452,1.2287341383712735,-0.06128498372746553,0.40126499170928753,0.0
signal_only_joint_rl,24127,0.061133302483214455,0.06304061069590072,1.1489215698164765,-0.06770486503090097,0.4210964440783542,0.0
signal_only_joint_rl,25127,0.06402444568579539,0.0661184604398608,1.1060905730036017,-0.06463532081935049,0.2757014712617609,0.0
signal_only_joint_rl,26127,0.07304585763795096,0.07577986850730456,1.2940481940899287,-0.06325852513307932,0.39384617267769984,0.0
