method,n,mean_welfare,mean_welfare_ci95,avg_cost,avg_cost_ci95,fill_rate,fill_rate_ci95,ending_backlog,ending_backlog_ci95,avg_inventory,avg_inventory_ci95,avg_order,avg_order_ci95,theta_std,theta_std_ci95,service_breach_count,service_breach_count_ci95,welfare_gap_to_best
full_ndu_inventory,30,-3.70807529382,0.00777749343613,4.30403217005,0.00767053426891,0.999711894685,2.29064431085e-05,0.266060514148,0.0211533193166,8.42354049306,0.094202406867,22.9539541917,0.0284875349534,0.103063309162,0.0160080242906,1.39127604167,0.0557097254332,0
action_only_adaptive_base_stock,30,-3.72804244495,0.00907114033334,4.3213602795,0.00838534852422,0.999643000803,2.67776095131e-05,0.3259117848,0.0246951424543,8.41652196247,0.0815991042891,22.9249921689,0.0353107066117,0,0,1.46087239583,0.054193056457,0.01996715113
fixed_service_base_stock,30,-3.73623961688,0.014209201346,4.32914859362,0.0133502356379,0.999681981468,3.45585574103e-05,0.289813037168,0.0315301053431,8.40114297404,0.095460149111,22.9232620244,0.0357077100883,0,0,1.48489583333,0.0629838484274,0.02816432306
valuation_only_service_rule,30,-3.77787641093,0.0130670785319,4.37260836917,0.0122730094677,0.999672793607,2.89702064851e-05,0.296425064665,0.0257437463869,8.64142414659,0.103621589708,22.9648867678,0.0364292497433,0.0900171000691,0.0100840956675,1.4216796875,0.066747494934,0.06980111711
