evaluation_budget,full_ndu_joint,fixed_pref_joint_rl,oracle_factor_joint_rl,signal_only_joint_rl,leader,second_best,full_minus_best_non_ndu
216,0.069391925172776162,0.063929254950667661,0.098754337514358484,0.070356723664205076,oracle_factor_joint_rl,0.070356723664205076,-0.029362412341582322
442,0.098844955778616697,0.073852807724702943,0.098754337514358484,0.070356723664205076,full_ndu_joint,0.098754337514358484,9.0618264258213177e-05
1242,0.12608147287030727,0.073852807724702943,0.098754337514358484,0.070356723664205076,full_ndu_joint,0.098754337514358484,0.027327135355948787
