audit,epsilon,method,seed,training_samples,noise_std,network,train_p_rmse_direct,train_p_rmse_z_inverted,mean_welfare,avg_cost,fill_rate,ending_backlog,avg_inventory,avg_order,service_breach_count,theta_rmse,p_rmse
same_architecture_neural_inventory_direct_p_vs_learned_z,0.01,neural_direct_p_inventory,22841,720,0.03,numpy_tanh_mlp_width_32,0.007833458717582238,0.1462107484680905,-6.299379455690792,6.936994738385556,0.9999655822118456,0.03144581026696614,20.019403118797833,23.27123216732972,0.0703125,0.009665699377219507,0.013093408596123166
same_architecture_neural_inventory_direct_p_vs_learned_z,0.01,neural_learned_z_inventory,22841,720,0.03,numpy_tanh_mlp_width_32,0.007833458717582238,0.1462107484680905,-6.0928575981182185,6.728389490927478,0.9999395334761575,0.055399081693322985,19.162000280504863,23.23226200414623,0.1328125,0.12958629174617098,0.16292559934770426
same_architecture_neural_inventory_direct_p_vs_learned_z,0.01,oracle_p_inventory,23841,720,0.03,numpy_tanh_mlp_width_32,0.01376156464875602,0.10560779764858992,-6.345077016615306,6.983026235365306,1.0,0.0,20.146351318704145,23.379397262253356,0.068359375,0.0,0.0
same_architecture_neural_inventory_direct_p_vs_learned_z,0.01,neural_direct_p_inventory,23841,720,0.03,numpy_tanh_mlp_width_32,0.01376156464875602,0.10560779764858992,-6.349632074202528,6.987522699202529,1.0,0.0,20.15406975244604,23.37849011789911,0.0703125,0.01337735204930267,0.01848669401103489
same_architecture_neural_inventory_direct_p_vs_learned_z,0.01,neural_learned_z_inventory,23841,720,0.03,numpy_tanh_mlp_width_32,0.01376156464875602,0.10560779764858992,-6.340428079877192,6.975890812522569,0.9999894822056722,0.008528408967273707,19.997828373258578,23.35090395013281,0.1484375,0.11400385782652868,0.14277301968937042
same_architecture_neural_inventory_direct_p_vs_learned_z,0.01,oracle_p_inventory,24841,720,0.03,numpy_tanh_mlp_width_32,0.011208928347719008,0.06290006818086358,-6.285409996154842,6.92257030752785,0.9999819529841262,0.014887353408924615,19.95431401406154,23.216929885911537,0.08984375,0.0,0.0
same_architecture_neural_inventory_direct_p_vs_learned_z,0.01,neural_direct_p_inventory,24841,720,0.03,numpy_tanh_mlp_width_32,0.011208928347719008,0.06290006818086358,-6.285133277381995,6.922227180018508,0.9999809761108143,0.015765616716938345,19.950720978136353,23.215703899358367,0.091796875,0.010306625502923076,0.013599156067567734
same_architecture_neural_inventory_direct_p_vs_learned_z,0.01,neural_learned_z_inventory,24841,720,0.03,numpy_tanh_mlp_width_32,0.011208928347719008,0.06290006818086358,-6.183289189555612,6.820844658182033,0.9999874023283026,0.01035824555198258,19.60970957571222,23.21071449982154,0.078125,0.058130863596953936,0.07322940831847559
same_architecture_neural_inventory_direct_p_vs_learned_z,0.01,oracle_p_inventory,25841,720,0.03,numpy_tanh_mlp_width_32,0.012927355263551947,0.08891483355799498,-6.297770216786582,6.9352907896017015,0.99997571613314,0.020936943866114277,20.015670107399224,23.22909018785981,0.076171875,0.0,0.0
same_architecture_neural_inventory_direct_p_vs_learned_z,0.01,neural_direct_p_inventory,25841,720,0.03,numpy_tanh_mlp_width_32,0.012927355263551947,0.08891483355799498,-6.328466483268133,6.965983574014969,0.9999752808746047,0.021309011420617897,20.128463048832167,23.226622527680966,0.076171875,0.012261449656157681,0.015151229732688102
same_architecture_neural_inventory_direct_p_vs_learned_z,0.01,neural_learned_z_inventory,25841,720,0.03,numpy_tanh_mlp_width_32,0.012927355263551947,0.08891483355799498,-6.1394236064981484,6.77668098724782,0.9999647897812088,0.029941149289218143,19.465337072152725,23.194463586835514,0.08203125,0.08221690463506004,0.10317798054540456
same_architecture_neural_inventory_direct_p_vs_learned_z,0.01,oracle_p_inventory,26841,720,0.03,numpy_tanh_mlp_width_32,0.01626706607684076,0.08492418886752456,-6.222200504144112,6.859192483815398,0.9999316146464108,0.055286015421750656,19.76509504296653,23.032800701145504,0.08203125,0.0,0.0
same_architecture_neural_inventory_direct_p_vs_learned_z,0.01,neural_direct_p_inventory,26841,720,0.03,numpy_tanh_mlp_width_32,0.01626706607684076,0.08492418886752456,-6.259353469776203,6.896343850796611,0.9999314148150511,0.05544830119329126,19.901976189825863,23.035111803359385,0.08203125,0.018268017305728194,0.022036959114785273
same_architecture_neural_inventory_direct_p_vs_learned_z,0.01,neural_learned_z_inventory,26841,720,0.03,numpy_tanh_mlp_width_32,0.01626706607684076,0.08492418886752456,-6.150470718679453,6.788216841379709,0.999967288775032,0.026554440473933842,19.536251034332523,23.06008579226947,0.06640625,0.06958108374224865,0.08601849650218386
same_architecture_neural_inventory_direct_p_vs_learned_z,0.01,oracle_p_inventory,27841,720,0.03,numpy_tanh_mlp_width_32,0.012890157858581339,0.12726014827520096,-6.301187471387337,6.937801651952158,0.9999649561643525,0.03127182061729095,19.992572710044158,23.247041713342046,0.103515625,0.0,0.0
same_architecture_neural_inventory_direct_p_vs_learned_z,0.01,neural_direct_p_inventory,27841,720,0.03,numpy_tanh_mlp_width_32,0.012890157858581339,0.12726014827520096,-6.278164627054654,6.914917177002527,0.9999676038997343,0.028912820753274268,19.914279855273058,23.248150508078645,0.099609375,0.012230640117624045,0.015965373820106255
same_architecture_neural_inventory_direct_p_vs_learned_z,0.01,neural_learned_z_inventory,27841,720,0.03,numpy_tanh_mlp_width_32,0.012890157858581339,0.12726014827520096,-6.74063957718629,7.378795153525942,0.9999818493862066,0.01614053558263888,21.606968819855457,23.285474186955543,0.056640625,0.1500526606137961,0.18153902286933843
same_architecture_neural_inventory_direct_p_vs_learned_z,0.01,oracle_p_inventory,28841,720,0.03,numpy_tanh_mlp_width_32,0.010361089762385233,0.08937023458458222,-6.284126814546443,6.920432326125644,0.9999336967599003,0.052939184328563926,19.931180506559887,23.124357245888948,0.10546875,0.0,0.0
same_architecture_neural_inventory_direct_p_vs_learned_z,0.01,neural_direct_p_inventory,28841,720,0.03,numpy_tanh_mlp_width_32,0.010361089762385233,0.08937023458458222,-6.293659453650196,6.929981381251935,0.9999357487627172,0.05131500061085963,19.974371496191914,23.125156956763092,0.10546875,0.013068233612999568,0.017661989039115745
same_architecture_neural_inventory_direct_p_vs_learned_z,0.01,neural_learned_z_inventory,28841,720,0.03,numpy_tanh_mlp_width_32,0.010361089762385233,0.08937023458458222,-6.167858873097206,6.8038521866332236,0.9999239688795023,0.0607636935740537,19.51611556314488,23.114426530177226,0.11328125,0.08028378842855287,0.09903512041411679
same_architecture_neural_inventory_direct_p_vs_learned_z,0.01,oracle_p_inventory,29841,720,0.03,numpy_tanh_mlp_width_32,0.014790659985412614,0.09488400520750442,-6.308138793229926,6.944497738309689,0.9999550243849706,0.0406573205042991,19.994380812732025,23.282462706679695,0.109375,0.0,0.0
same_architecture_neural_inventory_direct_p_vs_learned_z,0.01,neural_direct_p_inventory,29841,720,0.03,numpy_tanh_mlp_width_32,0.014790659985412614,0.09488400520750442,-6.306066415283256,6.942488784959154,0.9999556282407372,0.04010727253136115,19.991776233824815,23.276885030759324,0.107421875,0.013120507450025859,0.017454557728646916
same_architecture_neural_inventory_direct_p_vs_learned_z,0.01,neural_learned_z_inventory,29841,720,0.03,numpy_tanh_mlp_width_32,0.014790659985412614,0.09488400520750442,-6.30854728885522,6.944011715202951,0.9999384243872165,0.055215987402302415,19.92755275356839,23.294538547273238,0.134765625,0.08809308824603782,0.11031989750753897
same_architecture_neural_inventory_direct_p_vs_learned_z,0.01,oracle_p_inventory,30841,720,0.03,numpy_tanh_mlp_width_32,0.009222688902335704,0.0858312570625727,-6.335641442591246,6.972647282876938,0.9999553198794616,0.0363346031834225,20.095615533219096,23.29077527282997,0.087890625,0.0,0.0
same_architecture_neural_inventory_direct_p_vs_learned_z,0.01,neural_direct_p_inventory,30841,720,0.03,numpy_tanh_mlp_width_32,0.009222688902335704,0.0858312570625727,-6.326835377789434,6.963667987532082,0.9999556387178308,0.03607584059909363,20.054520090329234,23.291237888783414,0.09375,0.009840183139555906,0.013542899392581152
same_architecture_neural_inventory_direct_p_vs_learned_z,0.01,neural_learned_z_inventory,30841,720,0.03,numpy_tanh_mlp_width_32,0.009222688902335704,0.0858312570625727,-6.333689083558568,6.969241935434725,0.9999494775782698,0.04113833035815287,19.980795894536225,23.289173517995497,0.134765625,0.07518757192670628,0.09382233387001293
same_architecture_neural_inventory_direct_p_vs_learned_z,0.001,oracle_p_inventory,13841,720,0.03,numpy_tanh_mlp_width_32,0.011005788102059896,0.2198568846806176,-6.30945566485425,6.946068282342068,0.9999574365609771,0.04007582018123892,20.01757328489861,23.19423415962315,0.1015625,0.0,0.0
same_architecture_neural_inventory_direct_p_vs_learned_z,0.001,neural_direct_p_inventory,13841,720,0.03,numpy_tanh_mlp_width_32,0.011005788102059896,0.2198568846806176,-6.3091332947859975,6.945669297296531,0.9999551839075667,0.041885498824733816,20.010888207161614,23.19047700110389,0.103515625,0.011337089880271286,0.015173873900933535
same_architecture_neural_inventory_direct_p_vs_learned_z,0.001,neural_learned_z_inventory,13841,720,0.03,numpy_tanh_mlp_width_32,0.011005788102059896,0.2198568846806176,-6.0646708473812465,6.698630948960517,0.9999261650411588,0.06872820608825697,18.99131261389521,23.165571371574092,0.181640625,0.21101455163998656,0.32913949434778733
same_architecture_neural_inventory_direct_p_vs_learned_z,0.001,oracle_p_inventory,14841,720,0.03,numpy_tanh_mlp_width_32,0.010269487308842924,0.2553775113303033,-6.344107141148762,6.981322326644269,0.9999814880306883,0.01630760656131266,20.11787730626589,23.39054776574647,0.087890625,0.0,0.0
same_architecture_neural_inventory_direct_p_vs_learned_z,0.001,neural_direct_p_inventory,14841,720,0.03,numpy_tanh_mlp_width_32,0.010269487308842924,0.2553775113303033,-6.359338988868764,6.996676011993667,0.999982069296863,0.01579683053260663,20.175683106300617,23.393156800060627,0.083984375,0.01113262938270172,0.013776782030136898
same_architecture_neural_inventory_direct_p_vs_learned_z,0.001,neural_learned_z_inventory,14841,720,0.03,numpy_tanh_mlp_width_32,0.010269487308842924,0.2553775113303033,-5.807894010732791,6.443684345843371,0.9999791629825727,0.018282118794348642,18.13455851842628,23.349609180957692,0.134765625,0.23964233049769249,0.32069867925880013
same_architecture_neural_inventory_direct_p_vs_learned_z,0.001,oracle_p_inventory,15841,720,0.03,numpy_tanh_mlp_width_32,0.01263349789896248,0.19821217324160673,-6.322893798472619,6.960104360597619,0.9999735858906249,0.023572395482698183,20.069410853579157,23.347580024615098,0.0859375,0.0,0.0
same_architecture_neural_inventory_direct_p_vs_learned_z,0.001,neural_direct_p_inventory,15841,720,0.03,numpy_tanh_mlp_width_32,0.01263349789896248,0.19821217324160673,-6.332902707621185,6.970106666712478,0.9999727605114117,0.02428555129130061,20.098856010430097,23.347481987058814,0.0859375,0.00982361571554061,0.013046156776248373
same_architecture_neural_inventory_direct_p_vs_learned_z,0.001,neural_learned_z_inventory,15841,720,0.03,numpy_tanh_mlp_width_32,0.01263349789896248,0.19821217324160673,-6.223811897977697,6.860390824794037,0.9999751978832925,0.022142436367481165,19.69564385301038,23.3427956120749,0.107421875,0.15362904032920785,0.20308727805557467
same_architecture_neural_inventory_direct_p_vs_learned_z,0.001,oracle_p_inventory,16841,720,0.03,numpy_tanh_mlp_width_32,0.011445713050569063,0.2637214862642635,-6.26450742059874,6.901719368833962,0.9999884075919029,0.010465688837552993,19.886241348237,23.171227231105476,0.08984375,0.0,0.0
same_architecture_neural_inventory_direct_p_vs_learned_z,0.001,neural_direct_p_inventory,16841,720,0.03,numpy_tanh_mlp_width_32,0.011445713050569063,0.2637214862642635,-6.24110681987637,6.878557640543294,0.9999889697708656,0.009954609814314078,19.810275107209932,23.16885906573147,0.08203125,0.011139604243388505,0.014238108520306561
same_architecture_neural_inventory_direct_p_vs_learned_z,0.001,neural_learned_z_inventory,16841,720,0.03,numpy_tanh_mlp_width_32,0.011445713050569063,0.2637214862642635,-6.429794571057524,7.06756604451694,0.9999997544949271,0.00020794279677954774,20.467021810063144,23.261216740718197,0.07421875,0.1689691636727261,0.24391170712182741
same_architecture_neural_inventory_direct_p_vs_learned_z,0.001,oracle_p_inventory,17841,720,0.03,numpy_tanh_mlp_width_32,0.009541868235243103,0.2428458102869375,-6.322079487150194,6.95910726974533,0.9999873595431419,0.011084626751572041,20.064671329171727,23.33701825551453,0.095703125,0.0,0.0
same_architecture_neural_inventory_direct_p_vs_learned_z,0.001,neural_direct_p_inventory,17841,720,0.03,numpy_tanh_mlp_width_32,0.009541868235243103,0.2428458102869375,-6.294122755455672,6.9310315154309965,0.9999871301531655,0.011276288497933266,19.96650942416485,23.334464106910016,0.099609375,0.009950206374209961,0.012446426810463034
same_architecture_neural_inventory_direct_p_vs_learned_z,0.001,neural_learned_z_inventory,17841,720,0.03,numpy_tanh_mlp_width_32,0.009541868235243103,0.2428458102869375,-6.484253743601057,7.121280996175688,0.9999799690718288,0.017799990298477168,20.626728983167133,23.29057244190735,0.09375,0.1554176774644462,0.27177735447466195
same_architecture_neural_inventory_direct_p_vs_learned_z,0.001,oracle_p_inventory,18841,720,0.03,numpy_tanh_mlp_width_32,0.012770637312826485,0.2630329477676399,-6.272168762679861,6.909581434446214,0.9999695527207941,0.027063748684244528,19.904275864584708,23.229155926061033,0.078125,0.0,0.0
same_architecture_neural_inventory_direct_p_vs_learned_z,0.001,neural_direct_p_inventory,18841,720,0.03,numpy_tanh_mlp_width_32,0.012770637312826485,0.2630329477676399,-6.265225436342183,6.902758184030636,0.9999699137735567,0.026735052113821343,19.887120526120878,23.22286546719109,0.07421875,0.011747222865839733,0.014625035259142247
same_architecture_neural_inventory_direct_p_vs_learned_z,0.001,neural_learned_z_inventory,18841,720,0.03,numpy_tanh_mlp_width_32,0.012770637312826485,0.2630329477676399,-6.201395003348556,6.837061657088664,0.9999710270300135,0.025502803933937133,19.549249923069446,23.292209325966343,0.13671875,0.18731763171130741,0.24288799768413527
same_architecture_neural_inventory_direct_p_vs_learned_z,0.001,oracle_p_inventory,19841,720,0.03,numpy_tanh_mlp_width_32,0.009445085445277543,0.40729090474881247,-6.292522661033767,6.930154733990436,0.9999750052133336,0.020367189533470248,19.98948300448519,23.27381250641739,0.072265625,0.0,0.0
same_architecture_neural_inventory_direct_p_vs_learned_z,0.001,neural_direct_p_inventory,19841,720,0.03,numpy_tanh_mlp_width_32,0.009445085445277543,0.40729090474881247,-6.279336697393636,6.9169732399605195,0.9999755639146104,0.01990664995222293,19.94455949678308,23.270176665907517,0.072265625,0.0074982009843100345,0.009730946072193528
same_architecture_neural_inventory_direct_p_vs_learned_z,0.001,neural_learned_z_inventory,19841,720,0.03,numpy_tanh_mlp_width_32,0.009445085445277543,0.40729090474881247,-7.014626661693525,7.6486500991935245,1.0,0.0,22.27649221410507,23.51805071699437,0.19921875,0.39674582800309294,0.5861487654132272
same_architecture_neural_inventory_direct_p_vs_learned_z,0.001,oracle_p_inventory,20841,720,0.03,numpy_tanh_mlp_width_32,0.017504804781176473,0.22953512798312983,-6.28613114027044,6.92313344125996,0.9999768501236902,0.018278675991954874,19.942913003631837,23.215754213544653,0.09375,0.0,0.0
same_architecture_neural_inventory_direct_p_vs_learned_z,0.001,neural_direct_p_inventory,20841,720,0.03,numpy_tanh_mlp_width_32,0.017504804781176473,0.22953512798312983,-6.2670701976945935,6.904127662557689,0.9999764213891369,0.01867098050763418,19.87701642976714,23.211315213644276,0.091796875,0.012176687097410951,0.014937862842903703
same_architecture_neural_inventory_direct_p_vs_learned_z,0.001,neural_learned_z_inventory,20841,720,0.03,numpy_tanh_mlp_width_32,0.017504804781176473,0.22953512798312983,-6.328090716856333,6.964457904356333,1.0,0.0,20.01920898674168,23.30204209757207,0.12109375,0.19187353236654456,0.25050946200623225
same_architecture_neural_inventory_direct_p_vs_learned_z,0.001,oracle_p_inventory,21841,720,0.03,numpy_tanh_mlp_width_32,0.012752623585390109,0.20370066720516145,-6.273628842571367,6.910874936321367,1.0,0.0,19.91006792136784,23.143147077902846,0.091796875,0.0,0.0
same_architecture_neural_inventory_direct_p_vs_learned_z,0.001,neural_direct_p_inventory,21841,720,0.03,numpy_tanh_mlp_width_32,0.012752623585390109,0.20370066720516145,-6.2866775990707975,6.9233963490707975,1.0,0.0,19.947479734041984,23.145329543255407,0.109375,0.010734352992763907,0.01348025345106802
same_architecture_neural_inventory_direct_p_vs_learned_z,0.001,neural_learned_z_inventory,21841,720,0.03,numpy_tanh_mlp_width_32,0.012752623585390109,0.20370066720516145,-6.867094157156826,7.5053363446568255,1.0,0.0,22.08862821016603,23.130627803206018,0.05859375,0.24313012096246367,0.3162947456623772
same_architecture_neural_inventory_direct_p_vs_learned_z,0.001,oracle_p_inventory,22841,720,0.03,numpy_tanh_mlp_width_32,0.007833458717582238,0.46069803473165316,-6.31023521259022,6.947957109188451,0.9999642605122789,0.03262623464380634,20.056101820018743,23.271570250481936,0.06640625,0.0,0.0
same_architecture_neural_inventory_direct_p_vs_learned_z,0.001,neural_direct_p_inventory,22841,720,0.03,numpy_tanh_mlp_width_32,0.007833458717582238,0.46069803473165316,-6.299379455690792,6.936994738385556,0.9999655822118456,0.03144581026696614,20.019403118797833,23.27123216732972,0.0703125,0.009665699377219507,0.013093408596123166
same_architecture_neural_inventory_direct_p_vs_learned_z,0.001,neural_learned_z_inventory,22841,720,0.03,numpy_tanh_mlp_width_32,0.007833458717582238,0.46069803473165316,-5.921674217080197,6.54946072868918,0.9998575912948731,0.12889083472377988,18.13601460605415,23.19249979975821,0.369140625,0.3399078830558818,0.5128081287853681
same_architecture_neural_inventory_direct_p_vs_learned_z,0.001,oracle_p_inventory,23841,720,0.03,numpy_tanh_mlp_width_32,0.01376156464875602,0.3393966788592629,-6.345077016615306,6.983026235365306,1.0,0.0,20.146351318704145,23.379397262253356,0.068359375,0.0,0.0
same_architecture_neural_inventory_direct_p_vs_learned_z,0.001,neural_direct_p_inventory,23841,720,0.03,numpy_tanh_mlp_width_32,0.01376156464875602,0.3393966788592629,-6.349632074202528,6.987522699202529,1.0,0.0,20.15406975244604,23.37849011789911,0.0703125,0.01337735204930267,0.01848669401103489
same_architecture_neural_inventory_direct_p_vs_learned_z,0.001,neural_learned_z_inventory,23841,720,0.03,numpy_tanh_mlp_width_32,0.01376156464875602,0.3393966788592629,-6.658541296841011,7.286267655288028,0.9999379627746271,0.05083831746254879,20.687431395409455,23.32973667358172,0.392578125,0.34146339785806884,0.5193706673115057
same_architecture_neural_inventory_direct_p_vs_learned_z,0.001,oracle_p_inventory,24841,720,0.03,numpy_tanh_mlp_width_32,0.011208928347719008,0.19241819621313652,-6.285409996154842,6.92257030752785,0.9999819529841262,0.014887353408924615,19.95431401406154,23.216929885911537,0.08984375,0.0,0.0
same_architecture_neural_inventory_direct_p_vs_learned_z,0.001,neural_direct_p_inventory,24841,720,0.03,numpy_tanh_mlp_width_32,0.011208928347719008,0.19241819621313652,-6.285133277381995,6.922227180018508,0.9999809761108143,0.015765616716938345,19.950720978136353,23.215703899358367,0.091796875,0.010306625502923076,0.013599156067567734
same_architecture_neural_inventory_direct_p_vs_learned_z,0.001,neural_learned_z_inventory,24841,720,0.03,numpy_tanh_mlp_width_32,0.011208928347719008,0.19241819621313652,-5.985740172698813,6.6232260432334815,0.9999860267855836,0.011122209220251013,18.906365084678516,23.200539992061266,0.080078125,0.17137435057552572,0.23307124565697715
same_architecture_neural_inventory_direct_p_vs_learned_z,0.001,oracle_p_inventory,25841,720,0.03,numpy_tanh_mlp_width_32,0.012927355263551947,0.2774572714213264,-6.297770216786582,6.9352907896017015,0.99997571613314,0.020936943866114277,20.015670107399224,23.22909018785981,0.076171875,0.0,0.0
same_architecture_neural_inventory_direct_p_vs_learned_z,0.001,neural_direct_p_inventory,25841,720,0.03,numpy_tanh_mlp_width_32,0.012927355263551947,0.2774572714213264,-6.328466483268133,6.965983574014969,0.9999752808746047,0.021309011420617897,20.128463048832167,23.226622527680966,0.076171875,0.012261449656157681,0.015151229732688102
same_architecture_neural_inventory_direct_p_vs_learned_z,0.001,neural_learned_z_inventory,25841,720,0.03,numpy_tanh_mlp_width_32,0.012927355263551947,0.2774572714213264,-5.870280492888214,6.507007803731607,0.9999351521366744,0.054737345662818286,18.500005414823384,23.125177038375966,0.091796875,0.22308860019426152,0.30572203281729565
same_architecture_neural_inventory_direct_p_vs_learned_z,0.001,oracle_p_inventory,26841,720,0.03,numpy_tanh_mlp_width_32,0.01626706607684076,0.2728883731021093,-6.222200504144112,6.859192483815398,0.9999316146464108,0.055286015421750656,19.76509504296653,23.032800701145504,0.08203125,0.0,0.0
same_architecture_neural_inventory_direct_p_vs_learned_z,0.001,neural_direct_p_inventory,26841,720,0.03,numpy_tanh_mlp_width_32,0.01626706607684076,0.2728883731021093,-6.259353469776203,6.896343850796611,0.9999314148150511,0.05544830119329126,19.901976189825863,23.035111803359385,0.08203125,0.018268017305728194,0.022036959114785273
same_architecture_neural_inventory_direct_p_vs_learned_z,0.001,neural_learned_z_inventory,26841,720,0.03,numpy_tanh_mlp_width_32,0.01626706607684076,0.2728883731021093,-6.064839105976766,6.703049090019235,0.9999959745678086,0.003248523778398016,19.249628123852574,23.121817528595535,0.05859375,0.21208178758497023,0.26765118665396775
same_architecture_neural_inventory_direct_p_vs_learned_z,0.001,oracle_p_inventory,27841,720,0.03,numpy_tanh_mlp_width_32,0.012890157858581339,0.3727599378621466,-6.301187471387337,6.937801651952158,0.9999649561643525,0.03127182061729095,19.992572710044158,23.247041713342046,0.103515625,0.0,0.0
same_architecture_neural_inventory_direct_p_vs_learned_z,0.001,neural_direct_p_inventory,27841,720,0.03,numpy_tanh_mlp_width_32,0.012890157858581339,0.3727599378621466,-6.278164627054654,6.914917177002527,0.9999676038997343,0.028912820753274268,19.914279855273058,23.248150508078645,0.099609375,0.012230640117624045,0.015965373820106255
same_architecture_neural_inventory_direct_p_vs_learned_z,0.001,neural_learned_z_inventory,27841,720,0.03,numpy_tanh_mlp_width_32,0.012890157858581339,0.3727599378621466,-8.032398411967577,8.671926239080458,0.9999995721391104,0.0003743782784164096,26.235350947763017,23.359867043471368,0.015625,0.4725512614704563,0.7151297283122481
same_architecture_neural_inventory_direct_p_vs_learned_z,0.001,oracle_p_inventory,28841,720,0.03,numpy_tanh_mlp_width_32,0.010361089762385233,0.2862116853965638,-6.284126814546443,6.920432326125644,0.9999336967599003,0.052939184328563926,19.931180506559887,23.124357245888948,0.10546875,0.0,0.0
same_architecture_neural_inventory_direct_p_vs_learned_z,0.001,neural_direct_p_inventory,28841,720,0.03,numpy_tanh_mlp_width_32,0.010361089762385233,0.2862116853965638,-6.293659453650196,6.929981381251935,0.9999357487627172,0.05131500061085963,19.974371496191914,23.125156956763092,0.10546875,0.013068233612999568,0.017661989039115745
same_architecture_neural_inventory_direct_p_vs_learned_z,0.001,neural_learned_z_inventory,28841,720,0.03,numpy_tanh_mlp_width_32,0.010361089762385233,0.2862116853965638,-6.086148392901633,6.721614397265833,0.999902000545525,0.0786893404413514,19.169876924202853,23.102695028288977,0.125,0.23242178667907065,0.3364209261687301
same_architecture_neural_inventory_direct_p_vs_learned_z,0.001,oracle_p_inventory,29841,720,0.03,numpy_tanh_mlp_width_32,0.014790659985412614,0.28090789017267975,-6.308138793229926,6.944497738309689,0.9999550243849706,0.0406573205042991,19.994380812732025,23.282462706679695,0.109375,0.0,0.0
same_architecture_neural_inventory_direct_p_vs_learned_z,0.001,neural_direct_p_inventory,29841,720,0.03,numpy_tanh_mlp_width_32,0.014790659985412614,0.28090789017267975,-6.306066415283256,6.942488784959154,0.9999556282407372,0.04010727253136115,19.991776233824815,23.276885030759324,0.107421875,0.013120507450025859,0.017454557728646916
same_architecture_neural_inventory_direct_p_vs_learned_z,0.001,neural_learned_z_inventory,29841,720,0.03,numpy_tanh_mlp_width_32,0.014790659985412614,0.28090789017267975,-6.294180059568625,6.926126883280645,0.9999088803077526,0.08111381155560346,19.66356376968338,23.308192801165635,0.244140625,0.24672263255170412,0.34789478075090996
same_architecture_neural_inventory_direct_p_vs_learned_z,0.001,oracle_p_inventory,30841,720,0.03,numpy_tanh_mlp_width_32,0.009222688902335704,0.2906055309408619,-6.335641442591246,6.972647282876938,0.9999553198794616,0.0363346031834225,20.095615533219096,23.29077527282997,0.087890625,0.0,0.0
same_architecture_neural_inventory_direct_p_vs_learned_z,0.001,neural_direct_p_inventory,30841,720,0.03,numpy_tanh_mlp_width_32,0.009222688902335704,0.2906055309408619,-6.326835377789434,6.963667987532082,0.9999556387178308,0.03607584059909363,20.054520090329234,23.291237888783414,0.09375,0.009840183139555906,0.013542899392581152
same_architecture_neural_inventory_direct_p_vs_learned_z,0.001,neural_learned_z_inventory,30841,720,0.03,numpy_tanh_mlp_width_32,0.009222688902335704,0.2906055309408619,-6.279030949044244,6.90640256073363,0.9999082678674232,0.07608332185619492,19.36565398539811,23.270241891559763,0.396484375,0.24402645869158243,0.34178090789852583
