method,seed,mean_utility,cew,sharpe,max_drawdown,adaptation_lag,regime_detection_acc
oracle_joint_action_rl,28063,-0.028184088687310954,-0.027790622421303035,0.18220126187934757,-0.06483130334380993,0.2996419270833333,1.0
oracle_joint_action_rl,29063,0.003990789820942747,0.003998763626372082,1.6957447176902878,-0.003897914769773259,0.5,1.0
oracle_joint_action_rl,30063,-0.03616533248934558,-0.03551917971450791,0.16539178856816683,-0.05694711112442037,0.289306640625,1.0
preference_only,1083,0.007091116330645091,0.007116317829755525,1.4331659039090963,-0.0011565418403173171,0.5,0.6138509114583334
preference_only,2083,0.006603017454968342,0.006624865435784777,1.5388305682402434,-0.0022763723212973893,0.5,0.5992024739583334
preference_only,3083,0.0071948889600708076,0.007220834361078232,1.466684350203928,-0.00038705075391960416,0.5,0.6023763020833334
preference_only,4083,0.006741465364482917,0.006764240191918791,1.4243364641578322,-0.0025529235022957023,0.5,0.5895182291666667
preference_only,5083,0.007260699642308424,0.007287122432559023,1.5054161790173226,-0.0013097695792035763,0.5,0.6009114583333333
preference_only,6083,0.007053941699353564,0.0070788793478577805,1.5334024225829144,-0.0015883637053309531,0.5,0.6090494791666667
preference_only,7083,0.006250951611660267,0.006270529582075746,1.5674434179527723,-0.003184195667650299,0.5,0.6144205729166666
preference_only,8083,0.007723592768257188,0.007753496649772096,1.4725025956673505,-0.001506710446948967,0.5,0.6001790364583334
preference_only,9083,0.007463408378876476,0.007491329029039928,1.4645858340882798,-0.0027407259074532977,0.5,0.615966796875
preference_only,10083,0.007518150049985921,0.0075464822975965795,1.4174806268145117,-0.0016269745994891517,0.5,0.5953776041666667
preference_only,11083,0.009221285385491374,0.009263932423613896,1.4341968676812633,-0.0003443030863355132,0.5,0.5985514322916667
preference_only,12083,0.006012244058381693,0.006030353873041294,1.4872222681412728,-0.005004201170872428,0.5,0.6017252604166666
preference_only,13083,0.0072439512916532035,0.007270252175896941,1.4817404845254922,-0.0020429215077880673,0.5,0.6129557291666666
preference_only,14083,0.00732478508788869,0.0073516769451076325,1.511240185588872,-0.00240078720836327,0.5,0.5970052083333333
preference_only,15083,0.008207275270498516,0.008241047283023883,1.5051792831610378,-0.0008738972995074685,0.5,0.6153157552083333
preference_only,16083,0.0013877563085558909,0.0013887196879356356,1.060223658027557,-0.008496550385318633,0.5,0.6219075520833334
preference_only,17083,0.006210704603904597,0.006230031019245796,1.4621490372415358,-0.002483991649323039,0.5,0.607177734375
preference_only,18083,0.008053602206589008,0.008086119696532057,1.4434437855434237,-0.00011720219371832898,0.5,0.6099446614583333
preference_only,19083,0.008145924834010821,0.008179193152096698,1.4484215948849768,-0.0010113112014670605,0.5,0.6083984375
preference_only,20083,0.001660085698786267,0.0016614644038672743,1.2660586445286302,-0.00581009233724494,0.5,0.593994140625
preference_only,21083,-0.00400129152455364,-0.003993297023951681,0.7272123104820614,-0.012041480133797557,0.5,0.6073404947916666
preference_only,22083,0.0074359951516330455,0.007463710818845337,1.4206951791158429,-0.001201282868751275,0.5,0.6019694010416667
preference_only,23083,0.005428412233356552,0.005443172759698189,1.5058868236879481,-0.0025273618431515582,0.5,0.614501953125
preference_only,24083,0.0069704941787913,0.0069948446186591795,1.402547880232806,-0.0006551464649044484,0.5,0.5906575520833334
preference_only,25083,0.008817917563815017,0.008856909925103684,1.4610726166319783,-0.0006386329071323997,0.5,0.6011555989583333
preference_only,26083,0.008015249545670072,0.008047457652807122,1.3916540819959797,-0.0013250463005095845,0.5,0.610107421875
