instance,epsilon,horizon,state_dim,control_dim,sigma_c,sigma_u,compact_control_set,control_bound,selector_clipped,grid_clipping_inactive,max_abs_unclipped_a_on_grid,max_abs_unclipped_theta_on_grid,selector_unique,selector_lipschitz_p,selector_lipschitz_x,constant_diffusion,projected_volatility_closure,bounded_shadow_price_on_grid,Lambda_epsilon,q_epsilon_sufficient_bound,small_coupling_holds,direct_p_reconstruction_rmse,analytic_value_gradient_rmse,hjb_quadratic_residual_max,Kc_0,Ku_0,description
lq_fixed_epsilon_theory_covered,0.08,0.25,2,2,0.3,0.4,1,1,1,1,0.448774397555,0.0597131803103,1,0.5,0,1,1,1,1.66666666667,0.149422811025,1,3.01454683387e-17,0,1.56125112838e-16,0.728552432242,0.474586447725,"compact/clipped service-pressure LQ: dc=(-0.40c+a)dt+0.30dWc; du=(-0.70u+0.25theta)dt+sqrt(2epsilon)dWu; a,theta in [-1,1]; reward=-quadratic; terminal=-quadratic"
